price,bedrooms,bathrooms,sqft_living,floors,year_built,zipcode
514000,3,2,1720,1,1986,98136
496000,3,4,3090,2,1995,98070
1.09E+06,4,3,3930,2,1987,98052
195700,3,1,1120,1,1976,98042
1.40E+06,4,2,3960,2,1925,98112
1.18E+06,4,3,4060,2,1991,98077
643403,3,3,2350,1,1966,98008
357000,4,3,2380,2,1997,98031
895000,5,3,2350,1,1962,98004
905000,3,3,2930,2,1988,98007
265000,3,2,1290,1,1954,98198
535000,2,3,2730,2,1998,98056
450000,3,1,1290,1,1929,98117
460500,4,3,2170,2,1991,98059
315000,4,2,1850,1,1960,98178
607500,4,3,2110,1,1978,98008
432000,2,1,960,1,1916,98103
1.70E+06,3,4,3910,2,1933,98199
479000,4,3,2590,2,2001,98038
475000,5,3,3080,2,2002,98058
415000,3,1,1630,1,1952,98125
450000,2,1,910,1,1914,98117
1.14E+06,3,3,2780,2,1969,98075
430000,5,3,3880,2,2004,98056
296000,3,2,1360,1,1971,98058
335000,3,2,2060,1,1976,98001
641000,4,3,2600,2,2004,98075
280000,3,2,1220,1,1984,98115
260750,3,2,1560,1,1966,98003
601000,4,3,2080,2,2001,98075
255000,3,2,1490,1,1918,98166
555000,4,3,2020,1,1976,98052
865000,3,2,1530,1,1955,98039
1.50E+06,4,3,3070,2,1962,98004
315000,3,2,1400,1,1987,98092
276000,4,3,2068,2,1976,98001
357000,3,1,1370,1,1948,98125
390000,2,2,1050,2,2007,98122
462000,5,2,2840,1,1954,98177
174500,2,1,1010,1,1955,98198
305000,2,1,1210,2,1921,98133
449000,5,2,1720,1,1956,98133
260000,3,2,2710,2,1951,98126
751000,4,3,3110,2,2004,98052
370037,2,1,1250,1,1948,98133
229950,3,2,1900,2,1988,98092
349000,3,2,1740,1,1978,98058
348000,4,3,2070,2,2003,98058
1.22E+06,3,3,3030,2,1905,98144
510000,4,3,3610,2,1993,98023
265000,3,2,1520,1,1981,98023
1.25E+06,3,3,2780,3,1974,98105
937500,4,4,5545,2,2003,98014
485000,3,2,2590,1,1971,98011
489000,4,1,1150,2,1951,98115
400000,2,1,920,1,1952,98136
638000,3,3,2110,2,2005,98052
440000,3,2,1170,1,1968,98052
305000,6,2,1900,1,1964,98125
649950,6,2,1900,1,1964,98125
680000,4,3,3290,2,2005,98075
629000,4,3,2660,2,1996,98059
555000,3,3,2160,2,1988,98029
669000,4,3,2700,2,1976,98077
272000,3,3,1980,2,1994,98092
270000,4,2,2600,1,1965,98178
215000,3,1,1280,1,1964,98003
690000,3,2,1710,1,1947,98040
256000,4,2,1270,1,1950,98178
255000,3,2,1890,1,1981,98031
550000,7,4,3440,2,1970,98103
410000,3,1,1190,1,1957,98146
410000,2,1,1030,1,1912,98136
259000,3,2,1240,1,1986,98055
292000,3,1,1730,1,1955,98168
1.65E+06,4,4,4610,2,2003,98033
518000,5,1,1590,2,1929,98116
485000,3,3,1760,2,1992,98029
259500,3,2,1330,1,1989,98092
354000,4,3,2340,2,2003,98038
1.65E+06,8,3,4040,1,1962,98004
464500,3,2,1150,1,1959,98006
300000,3,3,1750,2,2005,98038
1.08E+06,3,3,3890,2,1967,98118
309950,4,3,1770,2,1989,98023
315000,3,1,1160,2,1909,98106
499950,3,1,1440,2,1908,98115
780000,4,2,2600,1,1953,98119
885000,3,3,2640,1,1976,98040
500000,2,1,1010,2,1906,98112
329000,3,2,1840,1,1989,98003
246000,4,2,1720,1,1963,98058
405000,3,2,1280,1,1960,98033
349000,4,2,1700,1,1981,98059
374950,4,3,1980,2,1992,98031
306000,3,2,1160,1,1969,98034
416000,4,2,1980,1,1961,98008
560000,3,3,1960,2,1989,98056
260000,3,2,1270,1,1948,98155
306500,3,2,2060,1,1978,98003
299950,3,2,1980,1,1968,98058
265500,3,3,1450,1,1990,98092
197000,3,2,1690,1,1976,98001
365000,3,2,1830,1,1977,98072
902500,3,4,3240,2,1992,98010
366000,3,2,1510,1,1967,98034
514950,3,2,1310,3,2014,98117
875000,4,3,3790,2,1999,98075
831000,3,2,2240,1,1957,98005
689900,4,3,2740,2,2003,98027
315000,3,3,1660,2,1994,98038
355000,0,0,2460,2,1990,98031
336500,3,1,1480,1,1963,98133
1.10E+06,3,3,2640,2,1926,98112
375000,6,2,1900,1,1959,98133
289275,3,2,2860,1,1985,98019
455000,4,4,3440,2,2002,98198
505000,3,2,1640,1,1975,98034
450000,3,1,1450,2,1919,98126
567500,3,3,2300,2,2001,98065
265000,3,2,1460,1,1955,98055
340000,3,2,1570,1,2001,98014
375000,3,2,1540,2,1939,98019
920000,6,3,3300,2,1970,98103
850000,4,2,2130,2,1972,98040
202000,3,1,1010,1,1969,98042
725000,4,3,2420,1,1984,98077
900000,3,3,3870,2,1991,98006
680200,2,2,1960,1,1951,98103
216500,3,1,1170,1,1918,98022
325000,3,2,1890,1,1966,98003
675000,3,3,2250,2,2004,98052
435000,2,1,750,1,1936,98034
415000,4,2,3060,2,1992,98010
550000,4,2,2590,2,1978,98077
875000,3,3,2520,2,1995,98116
246600,4,1,1340,1,1966,98023
337000,3,2,1460,3,2006,98133
240000,3,2,1380,1,1988,98038
490000,3,2,1510,1,1984,98005
510000,5,3,2510,1,1975,98027
305000,3,1,910,1,1971,98034
350000,3,3,1970,2,2003,98019
284200,3,2,1540,1,1959,98178
357000,4,3,1980,2,1995,98038
854000,4,3,3150,1,1986,98052
1.18E+06,4,3,4700,2,1999,98075
1.00E+06,3,2,2300,1,1963,98039
616500,4,2,1880,2,1909,98103
750000,4,3,2640,2,1911,98117
650000,6,5,3900,2,1979,98052
275000,4,2,2670,1,1962,98032
540000,4,2,1840,1,1918,98105
254999,3,1,1580,1,1976,98001
845000,4,3,2970,2,1991,98006
490000,3,2,1410,1,1923,98126
753000,4,3,3060,2,2005,98029
475000,3,2,2490,1,1972,98034
124000,1,1,840,2,1949,98168
224000,1,1,840,2,1949,98168
485000,2,1,1130,1,1916,98117
230000,4,2,1850,1,1944,98178
372000,4,3,2330,1,1980,98031
306000,4,3,1880,2,1990,98042
905000,4,4,2980,2,2008,98115
440000,4,1,1440,1,1950,98116
280000,3,2,1630,1,1977,98042
435000,3,3,1778,2,1999,98014
425000,3,3,1930,2,1990,98029
204950,2,1,1130,1,1956,98188
670000,2,2,1650,1,1959,98033
475000,2,1,820,1,1921,98103
352000,5,3,2900,1,1964,98168
575000,4,2,2330,1,1961,98008
1.73E+06,4,4,4440,2,1965,98040
491000,3,2,1660,2,1950,98108
750000,4,3,3020,2,2004,98075
830000,4,3,1850,1,1978,98052
1.14E+06,6,4,5960,2,2005,98065
137124,3,1,960,1,1970,98058
225000,4,1,1150,2,1907,98118
732600,4,3,2130,1,1963,98005
818000,4,2,2460,2,1984,98006
431000,3,2,2360,1,1978,98042
304000,2,2,1320,3,1996,98133
650000,5,2,1910,1,1908,98112
450000,2,2,1610,2,1977,98052
269000,4,1,1610,1,1958,98056
1.03E+06,4,3,2620,1,1962,98004
890000,4,2,2870,1,1977,98040
565000,4,3,2280,2,1986,98072
448175,2,2,1370,2,2006,98122
235000,0,0,1470,2,1996,98065
680000,5,3,2970,2,2000,98075
629000,3,2,1460,2,1970,98023
494000,3,4,1570,3,2000,98199
1.10E+06,4,3,2880,2,1926,98102
450000,5,3,1900,1,1969,98034
330000,3,2,2020,1,1969,98059
960000,4,3,3110,2,1984,98006
284200,3,3,1570,1,1977,98001
378000,3,3,2150,2,2004,98038
499950,3,2,1340,1,1941,98136
450000,3,3,1990,2,1986,98072
523500,2,2,1600,1,1950,98116
600000,3,3,2680,2,1986,98077
290000,3,3,2080,2,2002,98042
176000,3,3,1340,2,1986,98038
885000,3,2,2590,2,1904,98109
483000,2,2,1240,2,1906,98105
240000,3,1,1310,1,1978,98042
720000,4,2,2530,1,1957,98117
311000,4,3,1780,2,2001,98058
332500,3,2,1600,1,1950,98118
164950,3,2,1570,1,1956,98166
371000,3,2,1570,1,1956,98166
264500,3,2,1650,1,1976,98031
1.74E+06,4,2,2920,2,1937,98112
503000,2,1,870,1,1921,98105
738000,4,3,2830,2,2000,98115
393000,2,1,980,1,1925,98103
280000,2,1,990,1,1992,98070
260000,4,3,2360,1,1964,98003
505000,2,1,1000,1,1915,98116
241000,3,2,1660,1,1976,98030
530000,3,2,1520,1,1975,98052
713000,1,1,1180,2,1910,98118
487000,3,2,1770,2,1944,98133
128000,2,1,980,1,1969,98042
210500,3,1,1840,1,1960,98198
420000,3,3,1810,1,1968,98059
679000,3,3,1780,2,1930,98115
784950,4,3,2840,3,2014,98052
352000,4,3,2650,2,1998,98092
386000,3,2,1270,2,2004,98199
335000,3,2,1260,1,1994,98146
472500,3,2,1750,1,1982,98075
599950,5,2,2680,1,1976,98028
963990,4,3,3830,2,2014,98053
735000,3,2,1610,2,1925,98144
858450,3,4,3840,2,1998,98074
665000,5,3,2670,2,1914,98105
290000,3,3,2000,2,1993,98038
250000,2,1,860,1,1925,98108
192500,3,2,1420,1,1986,98030
350000,4,2,2060,1,1957,98166
518000,4,3,2790,2,2003,98059
563000,4,1,1410,2,1911,98107
375000,4,3,2420,2,2003,98188
400000,3,3,1460,3,2002,98103
240000,5,2,2460,1,1957,98023
317500,2,1,1000,1,1902,98122
1.32E+06,5,4,4420,2,1982,98007
234000,3,1,1240,1,1921,98038
645000,3,3,1740,2,1975,98008
649000,2,1,1280,1,1908,98115
605000,4,3,2520,2,2004,98027
337900,3,4,1500,3,1999,98177
535000,3,3,2490,2,1906,98122
325000,4,1,1530,1,1957,98108
429950,4,2,1740,1,1967,98059
775000,3,3,3550,2,1989,98077
650000,2,1,1280,1,1965,98112
1.20E+06,4,2,2320,2,1967,98040
275000,2,1,1140,1,1935,98155
575000,4,4,3930,2,1997,98019
540000,3,3,2370,1,1959,98155
640000,3,2,2340,1,1917,98144
275000,3,2,1240,1,1967,98058
672800,4,3,2740,2,1997,98074
495000,4,2,1940,1,1956,98007
820000,3,3,2950,2,1995,98077
475000,4,3,1980,1,1952,98155
1.28E+06,4,2,2850,1,1970,98117
380000,3,1,1160,1,1967,98077
397500,3,2,2130,1,1987,98058
352000,5,3,2420,1,1978,98118
893880,6,3,2820,1,1967,98006
635000,5,3,3710,2,1986,98074
420000,3,2,1770,2,1977,98034
503000,3,2,1260,1,1987,98107
689000,2,2,2330,1,1953,98146
749500,4,3,2490,2,1922,98103
1.15E+06,6,4,4090,2,1984,98005
563500,4,3,2800,2,2001,98019
480000,4,3,2440,2,1981,98028
374950,4,3,2540,1,1977,98023
308950,3,3,1600,2,1995,98038
445000,4,3,2680,1,1958,98106
237200,3,2,1220,1,1968,98042
453500,3,2,1550,2,1953,98125
616500,3,2,2080,1,1954,98115
1.25E+06,5,5,5000,2,2000,98075
396000,1,1,630,1,1954,98117
210000,3,1,1070,1,1949,98146
539000,2,2,1900,1,1919,98116
605000,3,3,2960,2,1979,98166
437500,3,2,1490,2,1948,98117
215000,3,2,1500,1,1952,98031
440000,4,3,2410,2,2000,98065
525000,3,1,2000,1,1939,98125
319900,3,2,1140,1,1985,98045
335000,3,1,1120,1,1977,98077
485000,3,2,2900,2,1986,98038
359999,4,2,3220,2,1976,98023
799000,5,3,2500,1,1959,98005
280000,3,2,1610,1,1977,98148
1.05E+06,4,3,2250,2,1927,98112
290000,1,2,1240,2,1910,98055
235000,2,2,1660,2,1995,98055
495000,3,2,2080,1,1925,98103
290000,3,2,1880,2,1980,98032
230000,4,2,1050,1,1969,98031
234000,3,2,1480,1,1968,98023
597400,4,3,2420,2,2001,98053
370000,4,3,2190,1,1966,98059
755000,4,3,2660,2,1993,98052
342000,3,3,2430,2,1999,98030
497000,2,1,770,1,1918,98122
835000,3,1,3060,1,1959,98027
730000,4,3,2920,2,1999,98006
655000,3,1,1370,1,1939,98109
205000,3,3,1870,2,1993,98038
632750,4,2,1800,2,1918,98112
330000,5,3,2100,1,2013,98168
527500,5,2,2530,2,1961,98007
716500,4,3,3290,2,2002,98075
388500,4,3,1890,2,2006,98065
530000,3,2,1680,1,1967,98005
419000,3,3,2170,2,2002,98059
385000,3,2,1200,1,1978,98052
655000,4,3,2990,2,2003,98074
1.70E+06,4,3,3770,2,1924,98144
279000,2,1,1020,1,1904,98042
262000,3,2,1700,1,1962,98023
533000,4,1,1550,2,1919,98117
640000,3,2,1680,1,1950,98177
285000,3,2,1680,2,1987,98092
458400,4,3,1910,1,1921,98177
620000,5,3,3160,1,1960,98034
465000,3,2,2020,1,1956,98033
690000,4,4,3210,2,1985,98052
462500,3,2,2350,1,1977,98077
369950,4,3,1910,2,1994,98038
212500,3,1,920,1,1977,98001
950000,4,2,2620,1,1965,98005
418000,4,2,1220,1,1965,98008
160000,3,1,1060,1,1927,98002
457000,4,3,2200,1,1964,98155
530000,2,2,2120,1,1948,98126
385000,3,1,1250,1,1956,98008
491000,3,2,1440,1,1958,98008
521000,4,2,1890,1,1967,98008
255000,3,1,1140,1,1967,98022
292050,5,3,2840,1,2003,98178
326000,6,3,1880,1,1966,98056
300000,2,1,750,1,1941,98126
291600,3,2,1630,1,1979,98058
435000,5,2,1720,1,1967,98027
465000,3,3,1600,3,2005,98117
200000,3,2,1230,2,1913,98002
238000,3,2,1610,1,1959,98056
455000,4,3,1320,1,1956,98008
230000,6,3,2180,2,1980,98003
808000,4,2,2190,2,1928,98112
578500,3,1,1490,2,1916,98103
390000,3,2,1463,3,2003,98115
517500,3,3,1800,2,1989,98029
755000,4,3,2880,2,1912,98144
579500,3,2,1250,1,1925,98117
649950,3,3,1670,3,2014,98116
228000,4,2,2000,1,1965,98178
665000,4,2,2280,2,1926,98115
689000,4,3,2110,2,1999,98052
560000,4,3,2520,1,1977,98052
529000,3,1,1590,1,1944,98136
375000,5,3,2100,1,1970,98059
325000,4,3,2090,1,1949,98146
583000,4,3,3390,2,1990,98003
330000,2,1,790,1,1932,98155
262000,3,3,1970,2,1995,98092
555000,4,3,2870,2,2004,98065
585000,2,1,1110,1,1951,98118
425590,3,3,1940,2,2008,98065
235000,2,1,720,1,1947,98126
362362,2,1,710,1,1909,98118
252000,3,2,1370,1,1997,98038
439000,4,3,2690,2,1992,98058
465000,4,2,3360,2,1988,98092
249900,4,2,1500,2,1983,98023
665000,2,3,2600,1,1926,98126
370000,3,2,1160,1,1972,98034
620000,2,1,1430,2,1929,98112
375000,3,1,1870,1,1937,98177
552625,4,2,2560,1,1957,98133
315500,3,1,1160,1,1966,98034
620000,2,2,1680,1,1983,98027
510000,4,3,2010,1,1959,98006
652500,4,3,2540,2,1987,98053
574000,4,3,3240,2,1998,98053
430000,3,3,2670,2,2010,98038
390000,3,2,1080,1,1947,98125
466500,3,1,1430,1,1945,98117
315000,2,2,1290,2,1984,98052
220000,4,2,1240,1,1971,98023
325000,3,2,1840,1,1978,98030
365000,3,1,1120,1,1953,98133
356000,3,4,2100,2,1980,98188
380000,4,2,2030,1,1950,98125
579000,4,2,2030,2,1983,98052
682000,2,1,890,1,1943,98105
499000,3,2,1750,1,1968,98052
333760,3,1,1300,1,1968,98052
745000,4,3,2650,2,1994,98075
380000,3,2,1750,1,1968,98056
435000,3,3,1440,4,2005,98103
520000,3,3,1700,1,1919,98115
965000,4,3,3920,2,1988,98072
270000,3,2,1470,1,1959,98168
1.10E+06,5,3,2520,2,1916,98112
577500,3,2,2140,1,1964,98006
650000,3,2,1550,1,1911,98107
1.23E+06,4,3,3180,2,1986,98040
1.90E+06,5,4,6510,2,1980,98040
475000,2,2,1440,2,1983,98115
200000,3,1,1150,1,1970,98023
397000,4,3,2320,2,1997,98045
383610,3,2,1230,1,1989,98155
275000,4,3,2060,2,1999,98030
840000,3,2,2783,2,1910,98126
365000,4,3,2140,2,1985,98058
362000,3,3,1420,2,2004,98029
350000,3,2,2090,1,1956,98108
200000,2,2,1320,2,1980,98014
299000,4,3,2300,1,1979,98023
555000,4,2,3050,1,1966,98056
1.33E+06,3,2,2960,1,1953,98177
896000,5,3,2520,1,1960,98040
550000,2,2,1740,1,1950,98199
324500,2,1,1300,1,1986,98125
312500,3,1,1170,1,1960,98008
485000,4,3,1946,2,1990,98070
511000,2,1,1250,1,1923,98115
139500,2,2,1230,2,1983,98042
464000,4,3,2180,2,1989,98059
255000,3,2,1740,1,1978,98023
679975,4,3,3830,2,2004,98065
624800,3,2,2250,1,1964,98040
920000,3,3,2590,2,1983,98074
1.37E+06,3,3,2090,2,1928,98105
510000,3,2,2400,1,1964,98052
289659,4,2,2260,2,1984,98031
585000,4,3,2910,2,1999,98065
555000,5,3,3640,2,2004,98038
940000,4,3,3770,2,1964,98075
460000,3,2,1600,1,1979,98052
319000,3,3,2110,2,1978,98031
280000,3,3,1720,2,2005,98059
250000,3,1,1100,1,1917,98065
749950,4,3,2620,2,1990,98074
458000,5,3,3090,1,1957,98011
465000,3,3,1890,2,2000,98065
580000,3,2,1850,1,1977,98103
700000,4,3,3100,2,1994,98077
350000,4,3,2506,2,2007,98023
456000,4,1,1700,1,1977,98052
290000,3,2,1550,2,1983,98198
475000,4,3,2200,1,1980,98059
285000,3,3,1890,2,2005,98038
309000,3,1,1140,1,1962,98168
860000,4,2,3740,2,2000,98053
219000,3,2,1940,1,1979,98042
546500,3,3,2130,2,1990,98074
338000,2,1,1470,1,1919,98118
505000,2,1,1070,1,1942,98117
340000,4,2,1680,1,1979,98014
678000,3,2,2730,2,1990,98074
800000,3,2,1890,1,1969,98040
112000,1,1,1080,1,1963,98002
252000,3,2,1440,2,1925,98023
335000,4,3,2540,1,1979,98058
1.55E+06,5,3,2450,2,1963,98004
245000,3,2,1690,1,1979,98023
493500,3,2,1800,1,1972,98008
596500,4,2,1770,2,1986,98052
245000,3,2,1190,2,1907,98118
333500,3,2,1320,1,1977,98028
373000,3,1,1290,1,1976,98072
759900,4,3,3000,2,2008,98052
317000,3,2,1358,3,2007,98133
670000,3,2,1220,2,1914,98144
985000,2,3,2720,2,1990,98166
310000,3,2,1060,1,1983,98106
750000,4,3,3020,2,1997,98052
408000,3,2,1640,2,1987,98052
900000,5,4,3870,2,1998,98074
460000,4,2,2860,1,1957,98155
339000,4,3,1740,1,1952,98178
660000,3,2,1140,1,1909,98109
449950,4,3,3290,2,1990,98031
235000,3,1,1210,1,1930,98178
769000,5,2,3320,1,1964,98028
428000,2,2,1350,1,2003,98053
445000,3,2,1990,2,1984,98072
462000,4,3,2060,1,1974,98034
775000,3,1,1460,2,1916,98107
605000,4,2,2250,1,1967,98008
193500,2,1,950,1,1946,98045
389950,4,3,3140,2,1991,98023
790000,4,4,3560,2,2006,98075
442000,2,1,1410,1,1918,98126
890000,4,2,2770,2,1974,98040
235000,3,1,1864,1,1958,98002
495000,4,2,1930,1,1959,98115
241250,3,2,1350,1,1993,98010
1.40E+06,3,2,2020,2,1937,98199
251000,3,2,1300,1,1967,98198
471000,4,2,3410,2,1978,98059
597000,4,3,2370,2,1995,98077
804000,5,4,2770,2,1985,98006
357000,3,2,1250,1,1972,98155
419990,3,3,1690,2,2014,98029
725000,4,3,3040,2,1987,98027
275000,3,3,2710,2,2003,98092
445000,3,2,1190,1,1984,98045
510000,3,3,2300,2,1995,98019
330000,4,1,1360,1,1955,98028
270000,3,1,1500,1,1942,98106
495000,4,2,1610,1,1941,98126
225000,4,2,1420,2,1950,98002
716528,3,2,1750,1,1952,98115
260000,3,3,1510,2,1991,98038
471000,4,3,2330,2,1998,98045
690000,5,4,2690,2,1919,98118
548000,5,2,1700,2,1937,98011
505000,3,1,1020,1,1928,98115
325000,3,1,1160,1,1966,98034
682000,4,2,2450,2,1980,98075
605000,3,2,2010,2,1985,98052
276200,2,2,1370,1,1975,98198
530000,3,1,1370,2,1906,98103
245000,3,3,1990,1,1988,98003
654950,4,3,2790,2,1987,98077
221900,2,1,780,1,1939,98168
466000,4,2,2240,1,1926,98178
383150,3,2,2210,1,2003,98003
657100,4,1,1390,1,1924,98103
539000,3,2,1800,2,1988,98077
400000,6,3,3320,1,1977,98092
215000,4,3,1960,1,1931,98002
489000,2,1,850,1,1927,98115
649000,4,3,2980,2,1994,98075
700000,4,2,1980,1,1953,98005
268500,2,1,790,1,1953,98133
515000,3,3,1800,2,1996,98034
685000,4,2,2260,1,1978,98007
305000,2,2,800,2,2006,98144
950000,4,2,2490,2,1926,98105
280000,4,2,2190,1,1977,98001
270000,4,2,1850,1,1956,98133
450000,4,2,1850,1,1956,98133
535000,4,1,1920,2,1920,98117
550000,3,3,1740,2,2000,98029
457500,3,2,1430,2,1996,98144
136500,3,2,1420,1,1962,98023
224097,3,2,1420,1,1962,98023
254000,3,3,1560,2,1994,98042
335000,4,2,2030,1,1963,98059
594950,5,3,3280,2,2012,98045
350000,3,2,1360,1,1983,98045
169950,3,1,1180,1,1970,98042
432500,3,3,1940,1,1979,98077
440000,2,2,1300,2,1948,98105
233703,3,2,1650,2,1985,98031
310000,3,2,1140,2,1988,98029
735000,3,3,2540,2,1998,98007
730000,4,3,3440,2,2014,98056
257000,3,2,1800,1,1961,98178
485000,2,2,1260,3,2004,98103
899000,4,2,2370,1,1959,98177
279000,3,1,1520,2,1952,98125
225000,4,2,1750,1,1974,98092
1.36E+06,3,2,2680,2,1913,98109
355000,3,3,1590,2,2000,98065
382500,4,2,1560,1,1967,98034
324360,3,3,2000,2,1992,98022
315000,3,2,2380,2,1966,98023
426000,2,1,2230,2,1951,98133
395000,5,3,2820,2,2003,98003
185000,3,2,1430,2,1994,98010
510000,3,3,1845,2,1947,98056
85000,2,1,830,1,1939,98032
235000,2,1,830,1,1939,98032
295000,4,3,2030,2,2001,98042
720001,3,3,1430,2,1910,98103
313950,3,1,1510,1,1940,98115
415000,3,1,1510,1,1940,98115
305000,3,2,1610,1,1981,98058
625000,3,2,1600,2,1906,98122
490000,3,1,1420,1,1961,98007
269950,3,2,1660,2,1987,98042
2.70E+06,5,4,4230,2,1949,98033
829000,4,3,3310,3,1900,98103
635000,4,3,2470,1,1987,98075
217500,3,1,1040,1,1959,98188
100000,2,1,770,1,1978,98001
1.25E+06,3,3,4610,2,1947,98144
480000,4,3,2480,2,2007,98019
575000,3,2,2130,1,1954,98199
426950,4,3,2350,2,2001,98059
125000,3,1,920,1,1960,98002
208000,3,1,920,1,1960,98002
325000,4,2,1780,1,1976,98058
597157,7,4,2690,1,1960,98033
728725,4,3,3010,3,2006,98029
708000,5,2,3180,1,1968,98052
1.30E+06,4,3,4120,2,2005,98075
405000,3,1,1280,1,1977,98053
550000,4,3,1690,2,1945,98115
451000,4,3,2320,2,2006,98065
540500,5,4,3090,2,2014,98166
1.03E+06,5,4,5050,2,2001,98075
218000,4,1,1640,1,1963,98023
562000,4,2,2170,1,1974,98033
401500,4,3,3140,2,1977,98042
196700,2,1,1090,1,1954,98168
583000,3,2,1930,1,1975,98006
309900,5,3,2100,1,1974,98092
485000,4,3,3110,2,1995,98058
465000,3,1,930,1,1926,98118
595000,4,2,2050,2,1984,98052
254000,3,1,1160,1,1958,98058
488500,3,3,1820,2,1994,98011
260000,4,3,2110,2,1977,98058
166000,2,1,870,1,1944,98178
440000,2,2,1080,1,1923,98117
375000,3,2,1260,2,1943,98133
529500,2,1,900,1,1944,98199
338000,2,1,750,1,1934,98103
335620,3,2,1800,1,1986,98038
464000,4,2,2220,1,1978,98072
354000,2,1,1390,1,1925,98126
601000,4,4,2160,2,1998,98122
285000,3,2,1840,1,1979,98023
462500,2,2,1690,2,1906,98112
350000,4,3,2650,2,1989,98003
329000,4,1,1120,1,1972,98133
312500,4,3,2500,1,1984,98058
370000,4,3,2220,2,2001,98059
399900,3,2,1260,1,1979,98034
398000,3,1,1480,2,1925,98126
550500,2,2,930,1,1909,98116
709000,3,3,2780,2,1913,98118
402000,5,3,2770,1,1965,98106
450000,3,2,1530,1,1952,98155
524000,3,2,2140,1,1961,98117
800000,4,3,4600,1,1989,98045
185000,4,1,1760,1,1966,98055
365000,4,1,1760,1,1966,98055
925000,4,3,3110,2,1989,98115
714000,3,2,2260,1,1968,98008
495000,3,2,1460,1,1972,98052
535000,3,2,2050,1,1990,98133
880000,4,3,2340,1,1953,98040
150000,3,2,1230,1,1949,98168
554500,3,2,1880,1,1972,98008
520000,3,2,1280,2,1916,98117
839990,4,3,3660,2,2014,98053
500000,3,3,1650,2,2003,98053
180000,3,2,1330,1,1978,98001
247800,3,3,1580,2,2003,98118
344200,4,3,2490,2,2000,98042
459950,4,3,2000,2,2003,98011
229900,4,2,1550,1,1967,98030
750000,4,2,2820,1,1974,98008
509000,4,3,2600,1,1983,98028
680000,4,1,2200,1,1956,98028
661500,5,3,2500,1,1977,98052
370000,2,1,1270,3,2000,98136
785000,4,3,2900,1,1978,98052
355000,2,1,840,1,1952,98116
446000,4,2,1940,1,1951,98103
830000,5,4,3490,2,1996,98052
324000,3,3,1940,2,1990,98042
500000,4,2,2490,2,1981,98072
921000,3,2,2380,1,1963,98004
1.20E+06,4,3,3940,2,1921,98112
385000,2,3,1760,1,1988,98072
565000,3,2,2560,1,1958,98125
465000,4,3,2300,1,1979,98133
401000,3,3,1770,3,2001,98125
385000,3,2,2310,1,1978,98030
395000,3,3,2310,2,1989,98055
245000,5,2,2000,2,1946,98168
500000,3,2,1540,1,1994,98122
334000,5,2,2590,1,1979,98055
550000,3,1,980,1,1953,98005
216000,3,1,1730,1,1961,98198
340500,3,3,3070,3,1928,98178
375000,4,2,2100,2,1975,98059
600000,3,3,2080,1,1966,98198
375000,4,2,1890,1,1960,98133
536500,4,2,2000,2,1926,98126
599900,3,3,3030,2,1984,98027
750000,2,2,1110,1,1904,98119
355000,3,1,1650,1,1955,98177
590000,3,2,1410,1,1947,98115
680000,2,1,2140,1,1946,98199
429000,3,3,1860,2,1994,98059
581000,2,1,1170,1,1909,98117
463800,3,2,980,1,1968,98033
2.98E+06,5,6,7400,2,2001,98006
443000,5,2,1650,2,1902,98144
276200,3,3,1480,1,1986,98023
630000,5,4,4060,2,2001,98028
570000,3,2,1370,2,1927,98105
979700,4,2,2480,2,1929,98199
730000,4,3,2030,2,1921,98115
268450,5,2,2200,1,1963,98023
490000,3,2,1770,1,1962,98133
808000,3,3,2550,1,1957,98117
350000,3,1,1250,1,1969,98072
695000,4,2,2390,1,1957,98117
1.23E+06,4,3,5730,2,1991,98074
309950,1,1,1120,2,1950,98168
134000,3,1,1270,1,1942,98168
645500,4,3,2390,2,1988,98029
750000,3,2,1760,2,1927,98119
1.40E+06,3,3,2560,2,1967,98112
344900,4,2,1820,1,1955,98177
601450,2,3,1840,3,2001,98103
575000,4,2,1810,2,1909,98122
405000,3,2,2470,1,1962,98198
518000,4,3,2520,2,1999,98019
265000,2,1,1600,1,1947,98155
180000,3,1,1280,1,1969,98042
260000,3,2,2170,1,1978,98001
433000,3,3,2000,1,1954,98166
399000,3,2,1780,1,1977,98059
565000,3,3,1700,2,1966,98052
406500,3,2,1970,1,1966,98168
420000,4,2,1940,1,1955,98006
965000,4,4,3290,2,1906,98103
1.38E+06,4,4,3500,2,1996,98033
353950,5,2,3260,2,1982,98023
847700,5,3,4230,2,1996,98027
185000,5,1,1590,2,1942,98146
269000,2,2,1010,1,1923,98178
422800,3,2,1820,1,1976,98072
379950,2,1,870,1,1947,98136
525000,3,2,1620,1,1969,98034
810000,4,4,3980,2,2006,98024
209950,4,1,1630,1,1962,98023
439950,3,2,1230,2,2003,98107
554820,4,2,3510,1,1965,98166
359000,4,3,2160,2,2002,98056
242500,3,1,1020,1,1941,98155
330000,3,2,1590,1,1954,98177
740000,3,2,3440,2,1979,98006
630000,5,1,3020,2,1901,98122
750000,3,2,2280,1,1941,98117
695000,4,3,2790,2,1999,98074
109000,2,1,580,1,1941,98118
389000,3,2,2030,1,1961,98055
447000,2,1,850,1,1924,98105
1.20E+06,3,2,2480,1,1955,98052
315000,3,2,1010,1,1977,98011
640000,3,3,2420,2,1988,98029
